parameter_id,IMPC_DXA_002_001
parameter_name,Fat mass
mouse_life_stage,Early adult
pvalue,0.4965582
mouse_strain,C57BL
gene_symbol,Cpa3
gene_accession_id,MGI:88479
analysis_id,udu2357i2f824y2
