mouse_strain,129SV
analysis_id,8z3c9252w9v8o6y
gene_accession_id,MGI:2385884
parameter_name,Sacral processes
pvalue,0.7017673
gene_symbol,Ddx27
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_066_001
