parameter_id,HRWLLA_OFD_009_001
analysis_id,jb138j099699mum
gene_symbol,Bcs1l
mouse_life_stage,E12.5
gene_accession_id,MGI:1914071
pvalue,0.07783682
mouse_strain,C57BL
parameter_name,Whole arena average speed
