mouse_life_stage,E9.5
analysis_id,by19k959l6zk1y7
parameter_name,LVIDd
pvalue,0.284046
mouse_strain,C57BL
gene_accession_id,MGI:1915087
parameter_id,IMPC_ECH_008_001
gene_symbol,Tiprl
