parameter_id,JAXLA_CSD_021_001
pvalue,0.2605786
gene_accession_id,MGI:1915325
mouse_life_stage,Early adult
parameter_name,Hindlimbs - shape
mouse_strain,C57BL
analysis_id,550p5r8h4ci3312
gene_symbol,Lurap1
