gene_symbol,AU040320
analysis_id,879v4lc9q33bxfm
gene_accession_id,MGI:2140475
pvalue,0.1022486
parameter_name,Mean cell volume
mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_id,IMPC_HEM_005_001
