pvalue,0.8498669
gene_symbol,Eprs1
gene_accession_id,MGI:97838
analysis_id,ig8igf3s92ft49h
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,MGP_PBI_038_001
parameter_name,Ly6Clow monocyte number
