gene_accession_id,MGI:3616086
gene_symbol,Kcng1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_059_001
pvalue,0.1980905
parameter_name,Shape of ribcage
analysis_id,7ea61tld50f5u6g
