gene_symbol,Frmpd1
mouse_life_stage,Early adult
analysis_id,e7572189g10qk88
mouse_strain,C57BL
pvalue,0.6480995
parameter_name,Difference in Cue Tone and Cue Baseline % Freezing
gene_accession_id,MGI:2446274
parameter_id,IMPC_FEA_106_001
