gene_symbol,Cds2
mouse_strain,129SV
parameter_id,IMPC_ECH_008_001
analysis_id,694tp382jb91w3u
parameter_name,LVIDd
gene_accession_id,MGI:1332236
mouse_life_stage,Early adult
pvalue,0.5831514
