mouse_strain,129SV
parameter_name,Forebrain
gene_accession_id,MGI:1332236
analysis_id,79v99zz1563h7oe
mouse_life_stage,Early adult
gene_symbol,Cds2
parameter_id,IMPC_GEL_028_001
pvalue,0.2324387
