parameter_id,JAX_OFD_022_001
parameter_name,Percentage center time
gene_symbol,Usp37
mouse_life_stage,Early adult
pvalue,0.4330526
analysis_id,ux3e67nnbc1w798
gene_accession_id,MGI:2442483
mouse_strain,C57BL
