gene_symbol,Bpifa3
mouse_strain,129SV
gene_accession_id,MGI:1920638
parameter_name,KLRG1+ Treg cells - % of CD45+
mouse_life_stage,Early adult
pvalue,0.9270038
analysis_id,wkq577g1rt406g5
parameter_id,MGP_IMM_079_001
