parameter_name,Center average speed
pvalue,0.6788982
mouse_life_stage,Early adult
gene_accession_id,MGI:3616086
parameter_id,JAX_OFD_017_001
mouse_strain,C57BL
gene_symbol,Kcng1
analysis_id,441r51674443wv8
