parameter_name,Tibia length
gene_accession_id,MGI:95457
mouse_life_stage,E15.5
gene_symbol,Mecom
parameter_id,TCPLA_XRY_033_001
pvalue,0.5716012
analysis_id,q368gix3d2d4y1v
mouse_strain,C57BL
