parameter_id,IMPC_EYE_007_001
mouse_strain,C57BL
pvalue,0.2558219
parameter_name,Cornea
gene_accession_id,MGI:1924315
gene_symbol,Ints7
mouse_life_stage,Early adult
analysis_id,b4082s6t42lj3ef
