gene_symbol,Col6a3
parameter_id,IMPC_EYE_092_001
pvalue,0.4042459
parameter_name,Retina (combined)
analysis_id,9mg6hs9oi0uao4g
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:88461
