gene_symbol,Dnajc8
gene_accession_id,MGI:1915848
pvalue,0.3910776
mouse_life_stage,Early adult
parameter_name,Plasmacytoid DC - % of DC
parameter_id,MGP_MLN_058_001
mouse_strain,C57BL
analysis_id,826267b366b0zwe
