gene_symbol,Ints7
mouse_strain,C57BL
analysis_id,kfuae0qj9n71140
mouse_life_stage,E9.5
gene_accession_id,MGI:1924315
parameter_id,IMPC_OFD_016_001
pvalue,0.2822959
parameter_name,Center permanence time
