parameter_id,JAXLA_DXA_009_001
mouse_strain,C57BL
pvalue,0.2717681
analysis_id,vqly2212q00hwbc
gene_accession_id,MGI:1916363
mouse_life_stage,Early adult
gene_symbol,Alkbh3
parameter_name,Fat/Body weight
