gene_symbol,Tiprl
analysis_id,3mv4cm00f566xs2
parameter_id,MGP_MLN_065_001
parameter_name,CD4+ T helper cells - % of CD45+
mouse_life_stage,E12.5
pvalue,0.5048971
gene_accession_id,MGI:1915087
mouse_strain,C57BL
