mouse_strain,C57BL
gene_accession_id,MGI:108072
analysis_id,6gdgwu1b3fu1xnk
pvalue,0.052291
parameter_id,IMPC_DXA_008_001
gene_symbol,Traf6
parameter_name,Lean/Body weight
mouse_life_stage,Early adult
