gene_symbol,Bcs1l
mouse_strain,C57BL
mouse_life_stage,E12.5
pvalue,0.167315
parameter_id,HMGULA_CBC_005_001
parameter_name,Creatinine
gene_accession_id,MGI:1914071
analysis_id,59i3l148rimcf3o
