gene_symbol,Trpa1
analysis_id,17n0q3e864f0nt3
mouse_strain,C57BL
pvalue,0.8877935
gene_accession_id,MGI:3522699
mouse_life_stage,Early adult
parameter_name,PP1 + pulse startle magnitude
parameter_id,ESLIM_011_001_007
