gene_symbol,Dcaf10
pvalue,0.732539
mouse_life_stage,Early adult
parameter_id,IMPC_ECH_008_001
mouse_strain,C57BL
analysis_id,zppa9j0848u024w
parameter_name,LVIDd
gene_accession_id,MGI:2140179
