gene_symbol,Galnt13
parameter_id,MGP_PBI_001_001
gene_accession_id,MGI:2139447
analysis_id,7k8692392v52673
mouse_strain,C57BL
pvalue,0.7728191
mouse_life_stage,Late adult
parameter_name,Total T cell percentage
