parameter_id,JAX_OFD_013_001
parameter_name,Periphery average speed
mouse_life_stage,Early adult
gene_symbol,Duoxa2
analysis_id,7i70rg264b25408
pvalue,0.4254101
mouse_strain,C57BL
gene_accession_id,MGI:1914061
