parameter_id,UCD_OWT_008_001
analysis_id,b8r0971f1tzfv72
mouse_strain,C57BL
gene_symbol,SDCBP2
pvalue,0.9663025
gene_accession_id,MGI:2385156
parameter_name,Liver weight
mouse_life_stage,Early adult
