gene_symbol,Lpgat1
parameter_name,Resting CD8+ T cells - % of CD8+
mouse_strain,C57BL
analysis_id,5wlfh06b824j6e0
gene_accession_id,MGI:2446186
parameter_id,MGP_MLN_014_001
mouse_life_stage,E18.5
pvalue,0.7017444
