gene_symbol,Lime1
mouse_strain,C57BL
pvalue,0.2657418
analysis_id,1zx7u77t8xom15w
mouse_life_stage,Early adult
gene_accession_id,MGI:1919949
parameter_id,MGP_PBI_011_001
parameter_name,KLRG1+ mature NK cell percentage
