gene_symbol,Kcng1
analysis_id,wb4ljl81ql94kv1
gene_accession_id,MGI:3616086
pvalue,0.1538737
mouse_strain,C57BL
parameter_id,IMPC_ECH_008_001
mouse_life_stage,Early adult
parameter_name,LVIDd
