gene_symbol,Mapkap1
parameter_name,Hematocrit
parameter_id,IMPC_HEM_004_001
mouse_strain,C57BL
pvalue,0.8974395
analysis_id,xg66m02vtm681i5
gene_accession_id,MGI:2444554
mouse_life_stage,E15.5
