gene_symbol,Lamb3
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,5421763mcptw9r6
pvalue,0.1490154
gene_accession_id,MGI:99915
parameter_id,IMPC_HEM_029_001
parameter_name,Neutrophil differential count
