gene_symbol,Zyg11b
parameter_id,IMPC_CBC_003_001
analysis_id,8n9if5e70x5b2xd
parameter_name,Chloride
pvalue,0.7327816
mouse_strain,C57BL
gene_accession_id,MGI:2685277
mouse_life_stage,E18.5
