parameter_id,IMPC_GEO_048_002
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Trdmt1
analysis_id,3fx417pq386e43t
gene_accession_id,MGI:1274787
pvalue,0.5273682
parameter_name,Anophthalmia
