parameter_id,JAX_OFD_014_001
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_symbol,AU040320
parameter_name,Center distance travelled
gene_accession_id,MGI:2140475
analysis_id,z11ad5ihyc7kqj4
pvalue,0.6203701
