gene_symbol,Slc17a9
parameter_id,ESLIM_014_001_008
mouse_life_stage,Early adult
analysis_id,46gk8hda7g5jwh4
mouse_strain,C57BL
gene_accession_id,MGI:1919107
parameter_name,Cornea vascularisation
pvalue,0.9193523
