parameter_id,HRWLLA_OFD_010_001
gene_accession_id,MGI:1914836
parameter_name,Periphery distance travelled
mouse_life_stage,Early adult
pvalue,0.1569004
mouse_strain,C57BL
analysis_id,8pj376l7ql89o51
gene_symbol,Ubxn11
