gene_symbol,Fgb
mouse_life_stage,Early adult
analysis_id,i66l30w7264k10i
parameter_name,Activity (body position)
pvalue,0.8957452
parameter_id,IMPC_CSD_029_001
mouse_strain,C57BL
gene_accession_id,MGI:99501
