gene_symbol,Hpca
pvalue,0.3967499
mouse_strain,C57BL
parameter_id,ESLIM_007_001_011
analysis_id,g21vz084ba7q139
parameter_name,Centre resting time
mouse_life_stage,Late adult
gene_accession_id,MGI:1336200
