gene_symbol,Col6a3
mouse_life_stage,Early adult
parameter_name,Femur
analysis_id,8f437r33rvjn61r
gene_accession_id,MGI:88461
parameter_id,IMPC_XRY_024_001
mouse_strain,C57BL
pvalue,0.6263241
