parameter_id,JAXLA_CSD_007_001
parameter_name,Coat - color - abdomen
analysis_id,o9r17ad1t67v30p
gene_accession_id,MGI:104848
pvalue,0.5709936
gene_symbol,Inpp1
mouse_strain,129SV
mouse_life_stage,Early adult
