parameter_name,Embryo Size
gene_symbol,Col6a3
parameter_id,IMPC_GEL_032_001
analysis_id,086g703mr4beya1
gene_accession_id,MGI:88461
mouse_life_stage,Early adult
pvalue,0.7679512
mouse_strain,C57BL
