parameter_name,Center average speed
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.52513
analysis_id,39q1te67cszf143
gene_accession_id,MGI:2446274
parameter_id,IMPC_OFD_017_001
gene_symbol,Frmpd1
