parameter_id,IMPC_CSD_029_001
mouse_life_stage,Early adult
analysis_id,d3d2bk04hn08l59
gene_accession_id,MGI:2685277
mouse_strain,C57BL
pvalue,0.11916
gene_symbol,Zyg11b
parameter_name,Activity (body position)
