gene_symbol,Dcaf10
gene_accession_id,MGI:2140179
parameter_name,Distance travelled - total
parameter_id,IMPC_OFD_020_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,3022ejpvc535szl
pvalue,0.8338336
