gene_symbol,Dmap1
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_name,Transitional 1 B cells - % of CD45+
pvalue,0.05195516
analysis_id,us69i04av3bc8l6
parameter_id,MGP_IMM_110_001
gene_accession_id,MGI:1913483
