mouse_strain,C57BL
pvalue,0.6506557
gene_accession_id,MGI:1274787
parameter_id,MGP_IMM_013_001
analysis_id,v38058560yzb523
parameter_name,Total CD8+ T cells - % of ab T cells
mouse_life_stage,Early adult
gene_symbol,Trdmt1
