gene_symbol,Cntfr
analysis_id,ijszz38j9h7no64
parameter_name,Blood Vessel Morphology
gene_accession_id,MGI:99605
parameter_id,IMPC_GEO_011_001
pvalue,0.3176538
mouse_strain,C57BL
mouse_life_stage,Early adult
