pvalue,0.5348233
parameter_id,IMPC_OFD_021_001
mouse_strain,C57BL
gene_accession_id,MGI:1914309
mouse_life_stage,E18.5
analysis_id,7kwz6x38j90t50o
gene_symbol,Ola1
parameter_name,Number of rears - total
