mouse_strain,C57BL
mouse_life_stage,E12.5
pvalue,0.54881
parameter_id,IMPC_OFD_013_001
analysis_id,sk328rqb6gz3w34
parameter_name,Periphery average speed
gene_accession_id,MGI:1915087
gene_symbol,Tiprl
