parameter_id,IMPC_DXA_003_001
analysis_id,l5olr0g3wm8a0b5
gene_symbol,Arpc2
mouse_strain,129SV
pvalue,0.5356928
parameter_name,Lean mass
mouse_life_stage,Early adult
gene_accession_id,MGI:1923959
