pvalue,0.5075602
parameter_name,Upper teeth appearance
gene_accession_id,MGI:1913483
parameter_id,IMPC_CSD_069_001
gene_symbol,Dmap1
analysis_id,v5w24f64c1n26l5
mouse_strain,C57BL
mouse_life_stage,E9.5
