gene_symbol,Galnt13
mouse_strain,C57BL
parameter_name,eye size
analysis_id,3cl4os404n7lm4r
mouse_life_stage,Late adult
parameter_id,ESLIM_001_001_117
gene_accession_id,MGI:2139447
pvalue,0.3683685
