parameter_id,IMPC_ECH_005_001
mouse_strain,C57BL
gene_symbol,Slc30a4
parameter_name,Fractional Shortening
pvalue,0.3404552
gene_accession_id,MGI:1345282
analysis_id,hp6z654x9qkpp62
mouse_life_stage,Middle aged adult
