parameter_id,IMPC_CBC_008_001
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Total bilirubin
gene_accession_id,MGI:88071
analysis_id,52a2570192693zc
pvalue,0.8815478
gene_symbol,Arnt
