parameter_name,BMC/Body weight
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1913576
pvalue,0.7214777
gene_symbol,Dnajc5b
parameter_id,IMPC_DXA_007_001
analysis_id,7i02nx4ctfw55ml
