parameter_name,Embryo Size
mouse_strain,C57BL
gene_accession_id,MGI:99915
analysis_id,707igln86w9a4ds
pvalue,0.1955853
parameter_id,IMPC_GEL_032_001
mouse_life_stage,Early adult
gene_symbol,Lamb3
