parameter_name,Prepulse inhibition - PP4
gene_symbol,Zfp683
gene_accession_id,MGI:3650254
analysis_id,32zgi452473mq3b
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_704
pvalue,0.8771966
mouse_strain,C57BL
