gene_symbol,Tox
pvalue,0.1398329
parameter_id,IMPC_OFD_013_001
analysis_id,6z1vjr588983n8o
parameter_name,Periphery average speed
mouse_strain,C57BL
gene_accession_id,MGI:2181659
mouse_life_stage,Early adult
