parameter_id,IMPC_CBC_009_001
mouse_strain,C57BL
analysis_id,1y69l203s19xe62
parameter_name,Calcium
gene_accession_id,MGI:104848
mouse_life_stage,Early adult
gene_symbol,Inpp1
pvalue,0.7462747
