pvalue,0.8264337
parameter_name,Heart weight
gene_symbol,Ntmt2
mouse_life_stage,Early adult
analysis_id,i2608641c7ni13p
parameter_id,IMPC_HWT_008_001
mouse_strain,C57BL
gene_accession_id,MGI:2685053
