mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,1qu402i5685ei03
gene_accession_id,MGI:2441730
pvalue,0.2709657
parameter_name,Coat - color pattern - back
gene_symbol,Tbl1xr1
parameter_id,HRWLLA_CSD_008_001
