mouse_strain,129SV
parameter_id,HRWLLA_FEA_015_001
gene_accession_id,MGI:1918025
parameter_name,Cue Baseline % Freezing Time
mouse_life_stage,Early adult
analysis_id,ul4sj4ri0mq8o43
pvalue,0.1252203
gene_symbol,Zmynd8
